19:16:30 ,0
19:16:31 ,0
19:16:32 ,0
19:16:32 ,0
19:16:33 ,0
19:16:34 ,0
19:16:35 ,0
19:16:36 ,0
19:16:37 ,0
19:16:38 ,0
19:16:39 ,0
19:16:40 ,0
19:16:41 ,0
19:16:42 ,0
19:16:43 ,0
19:16:44 ,0
19:16:44 ,0
19:16:45 ,0
19:16:46 ,0
19:16:47 ,0
19:16:48 ,4
19:16:49 ,16
19:16:50 ,30
19:16:51 ,34
19:16:52 ,34
19:16:53 ,34
19:16:54 ,34
19:16:55 ,34
19:16:55 ,34
19:16:56 ,34
19:16:57 ,12
19:16:58 ,-64
19:16:59 ,-64
19:17:00 ,-64
19:17:01 ,-64
19:17:02 ,-65
19:17:03 ,-65
19:17:04 ,-65
19:17:05 ,-20
19:17:06 ,0
19:17:07 ,0
19:17:07 ,0
19:17:08 ,0
19:17:09 ,0
19:17:10 ,0
19:17:11 ,0
19:17:12 ,0
19:17:13 ,0
19:17:14 ,0
19:17:15 ,0
19:17:16 ,0
19:17:17 ,0
19:17:18 ,0
19:17:18 ,0
19:17:19 ,0
19:17:20 ,0
19:17:21 ,0
19:17:22 ,0
19:17:23 ,0
19:17:24 ,0
19:17:25 ,0
19:17:26 ,0
19:17:27 ,0
19:17:28 ,0
19:17:29 ,0
19:17:30 ,0
19:17:30 ,0
19:17:31 ,0
19:17:32 ,0
19:17:33 ,0
19:17:34 ,0
19:17:35 ,0
19:17:36 ,0
19:17:37 ,0
19:17:38 ,0
19:17:39 ,0
19:17:40 ,0
19:17:41 ,0
19:17:42 ,0
19:17:42 ,0
19:17:43 ,0
19:17:44 ,0
19:17:45 ,0
19:17:46 ,0
19:17:47 ,0
19:17:48 ,0
19:17:49 ,0
19:17:50 ,0
19:17:51 ,0
19:17:52 ,0
19:17:53 ,0
19:17:53 ,0
19:17:54 ,0
19:17:55 ,0
19:17:56 ,0
19:17:57 ,0
19:17:58 ,0
19:17:59 ,0
19:18:00 ,0
19:18:01 ,0
19:18:02 ,0
19:18:03 ,0
19:18:04 ,0
19:18:05 ,0
19:18:06 ,0
19:18:06 ,0
19:18:07 ,0
19:18:08 ,0
19:18:09 ,0
19:18:10 ,0
19:18:11 ,0
19:18:12 ,0
19:18:13 ,0
19:18:14 ,0
19:18:15 ,0
19:18:16 ,0
19:18:16 ,0
19:18:17 ,0
19:18:18 ,0
19:18:19 ,0
19:18:20 ,0
19:18:21 ,0
19:18:22 ,8
19:18:23 ,23
19:18:24 ,35
19:18:25 ,35
19:18:26 ,35
19:18:27 ,35
19:18:28 ,35
19:18:29 ,35
19:18:29 ,35
19:18:30 ,35
19:18:31 ,35
19:18:32 ,35
19:18:33 ,35
19:18:34 ,35
19:18:35 ,35
19:18:36 ,36
19:18:37 ,36
19:18:38 ,36
19:18:39 ,36
